,,,,0.8597005208333334,0.8650580512152778,,,,,,,,,,,0.13134765625,0.13916015625,,,,,,,,,,,1.0,3.161704631793327e-05,0.999267578125,0.005825966070005961,0.03109665960073471,0.11299581080675125,2.0,2.0,0.001,1.0,0.5,1.0,0.00024175934959203005,35999,,,,,,,,,,,0.14599609375,0.142578125,,,,,,,,,,,1.0,4.86023210122255e-07,0.0,29.369513273239136,0.0263223797082901,0.04347992688417435,0.0,3.0,0.001,1.0,0.5,16000,0.4921875,15.444040298461914,late_gate_post_seed4,cosine_history_then_high_lr_rewarm,5e-06,35999,16000,16000,0.001,0.001,0.001,0.001,0.001,0.0010000000000000007,36000,0.001,20000,0.001,16000,warmup_cosine_then_rewarm_constant,4,6000,30000,30000,721,runs/behavioral_replication_v0_9/s4/rewarm_late/late_gate_post_seed4,,,,,0.1398993598090278,0.13389756944444445,,,,,0.9995998806423612,0.9989556206597222,0.0010000000000000007,0.99951171875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,2050,29200,29200,29200,29250,29150,,,,,,,,,,,0.1533203125,0.13818359375,,,,,,,,,,,0.99951171875,0.0021454514853758155,0.99951171875,0.002124863756762352,0.0414348766207695,0.16342230141162872,2.0,2.0,0.001,1.0,0.5,30000,0.99609375,0.006880723871290684
,,,,0.8602193196614584,0.86419677734375,,,,,,,,,,,0.12646484375,0.14404296875,,,,,,,,,,,0.999267578125,0.002499715033962957,0.998046875,0.026627065827597107,0.026723366230726242,0.0609494186937809,1.0,3.0,0.001,1.0,0.5,1.0,4.739017822430469e-05,35999,,,,,,,,,,,0.1455078125,0.14306640625,,,,,,,,,,,1.0,3.2530817719589322e-06,0.0,28.146700501441956,0.026002880185842514,0.043282829225063324,0.0,3.0,0.001,1.0,0.5,16000,0.4921875,15.444040298461914,late_gate_post_seed4,cosine_history_then_high_lr_rewarm,5e-06,35999,16000,16000,0.001,0.001,0.001,0.001,0.001,0.0010000000000000007,36000,0.001,20000,0.001,16000,warmup_cosine_then_rewarm_constant_reset_optim,4,6000,30000,30000,721,runs/behavioral_replication_v0_9/s4/rewarm_reset_late/late_gate_post_seed4,,,,,0.1394721137152778,0.13471815321180555,,,,,0.9996914333767362,0.9989149305555556,0.0010000000000000007,0.9993489583333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,2050,26100,26150,26200,26250,300,,,,,,,,,,,0.154296875,0.13916015625,,,,,,,,,,,0.996337890625,0.030488101901255504,0.99755859375,0.025745638351509115,0.0333092138171196,0.08696911484003067,2.0,2.0,0.001,1.0,0.5,30000,1.0,0.002684734296053648
,,,,0.8579970537605932,0.02124851032838984,,,,,,,,,,,0.14208984375,0.13134765625,,,,,,,,,,,0.999755859375,0.0014998458664194914,0.171630859375,2.338457629084587,0.02004925347864628,0.05774719640612602,0.0,2.0,5.707931487087708e-06,1.0,0.5,0.609375,1.0865697860717773,29499,,,,,,,,,,,0.14599609375,0.14306640625,,,,,,,,,,,1.0,2.577409796700181e-07,0.0,29.872810125350952,0.026463665068149567,0.04357041418552399,0.0,3.0,0.0004628064124873411,1.0,0.5,16000,0.4921875,15.444040298461914,late_gate_post_seed4,cosine_pre_horizon,5e-06,29499,16000,16000,0.0004628064124873411,0.0004628064124873411,5.707931487087708e-06,5e-06,5.707931487087708e-06,1.7687683232546238e-05,29500,0.001,13500,,,warmup_cosine,4,0,30000,29499,591,runs/behavioral_replication_v0_9/s4/s1_late_original/late_gate_post_seed4,,,,,0.1419326006355932,0.14102224576271186,,,,,0.9999296543961864,0.1622707560911017,1.7687683232546238e-05,0.5814353813559322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,2050,,,,,300,,,,,,,,,,,0.14208984375,0.13134765625,,,,,,,,,,,0.999755859375,0.0014998458664194914,0.171630859375,2.338457629084587,0.02004925347864628,0.05774719640612602,0.0,2.0,5.707931487087708e-06,1.0,0.5,29499,0.609375,1.0865697860717773
,,,,0.8596564398871528,0.8619045681423612,,,,,,,,,,,0.12353515625,0.14453125,,,,,,,,,,,1.0,3.3910637398548715e-05,0.999267578125,0.00214156346009986,0.0272708460688591,0.09611634910106659,1.0,0.0,5.000001948077038e-06,1.0,0.5,1.0,0.0001828888343879953,35999,,,,,,,,,,,0.14599609375,0.14892578125,,,,,,,,,,,1.0,3.071591898162751e-06,0.0,27.505200028419495,0.029228657484054565,0.04694436863064766,1.0,3.0,0.0006009064556902949,1.0,0.5,16000,0.4921875,14.857341766357422,late_gate_post_seed4,cosine_full_horizon,5e-06,35999,16000,16000,0.0006009064556902949,0.0006009064556902949,5.000001948077038e-06,5e-06,5.000001948077038e-06,1.320003705578538e-05,36000,0.001,20000,,,warmup_cosine,4,0,36000,35999,721,runs/behavioral_replication_v0_9/s4/s1_longcos_late/late_gate_post_seed4,,,,,0.1403266059027778,0.1366509331597222,,,,,0.9999830457899306,0.9985555013020834,1.320003705578538e-05,0.9995659722222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,2150,21750,27750,28500,30000,20950,,,,,,,,,,,0.12353515625,0.14453125,,,,,,,,,,,1.0,3.3910637398548715e-05,0.999267578125,0.00214156346009986,0.0272708460688591,0.09611634910106659,1.0,0.0,5.000001948077038e-06,1.0,0.5,35999,1.0,0.0001828888343879953
,,,,0.8591749403211806,0.019382052951388895,,,,,,,,,,,0.1259765625,0.1357421875,,,,,,,,,,,1.0,0.0006372218776959926,0.166015625,2.3444044291973114,0.02047204039990902,0.05653717368841171,1.0,0.0,5e-06,1.0,0.5,0.54296875,1.2770484685897827,35999,,,,,,,,,,,0.14599609375,0.14306640625,,,,,,,,,,,1.0,2.577409796700181e-07,0.0,29.872810125350952,0.026463665068149567,0.04357041418552399,0.0,3.0,0.0004628064124873411,1.0,0.5,16000,0.4921875,15.444040298461914,late_gate_post_seed4,cosine_final_lr_plateau_extension,5e-06,35999,16000,16000,0.0004628064124873411,0.0004628064124873411,5e-06,5e-06,5e-06,5.000000000000009e-06,36000,0.001,20000,,,warmup_cosine,4,6000,30000,30000,721,runs/behavioral_replication_v0_9/s4/s1_plateau_late/late_gate_post_seed4,,,,,0.1407470703125,0.14317491319444445,,,,,0.9999220106336806,0.16255696614583334,5.000000000000009e-06,0.5750325520833334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,2050,,,,,300,,,,,,,,,,,0.1494140625,0.13134765625,,,,,,,,,,,1.0,0.0007653466345800553,0.162109375,2.344560205936432,0.019927674904465675,0.05812005698680878,0.0,2.0,5e-06,1.0,0.5,30000,0.62890625,1.0685888528823853
,,,,0.860049777560764,0.8650682237413194,,,,,,,,,,,0.1240234375,0.138671875,,,,,,,,,,,1.0,9.951569751365241e-06,1.0,6.470180721862562e-05,0.031965866684913635,0.08457589894533157,0.0,3.0,0.001,1.0,0.5,1.0,0.0005061762640252709,35999,,,,,,,,,,,0.14501953125,0.1455078125,,,,,,,,,,,1.0,0.0002471238070143045,0.0,25.97243368625641,0.027656912803649902,0.0442061647772789,0.0,3.0,0.001,1.0,0.5,16000,0.4921875,14.349442481994629,late_gate_post_seed4,constant_high_lr,5e-06,35999,16000,16000,0.001,0.001,0.001,0.001,0.001,0.0010000000000000007,36000,0.001,20000,,,warmup_constant,4,6000,30000,30000,721,runs/behavioral_replication_v0_9/s4/s2_constant_late/late_gate_post_seed4,,,,,0.13957383897569445,0.1341010199652778,,,,,0.9996236165364584,0.9991692437065972,0.0010000000000000007,0.9994574652777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,2100,22600,22650,22700,22750,300,,,,,,,,,,,0.1513671875,0.140625,,,,,,,,,,,0.999755859375,0.0005854683145116724,0.99853515625,0.015939710539896623,0.03726965934038162,0.10339535772800446,0.0,3.0,0.001,1.0,0.5,30000,1.0,0.0030332854948937893
0.3528576867055085,0.0,0.8604177701271186,0.0,0.8595156912076272,0.0,0.05322265625,0.0478515625,0.41015625,8.105763524770737,0.005859375,41.31242275238037,0.03482929244637489,0.06003621220588684,1.0,1.0,0.13232421875,0.1552734375,0.1328125,0.14501953125,1.0,2.9365761378130628e-08,0.0,20.282908082008362,0.027250906452536583,0.0697118267416954,1.0,1.0,1.0,2.849264657545092e-08,0.0,20.30756163597107,0.027380816638469696,0.07322800159454346,1.0,1.0,5.707931487087708e-06,1.0,0.0,1.0,3.306194784613581e-08,29499,0.13720703125,0.1455078125,1.0,9.196809003242379e-08,0.0,20.974854946136475,0.038010843098163605,0.07456129789352417,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.719943642616272,0.0,6.702305942773819,0.025719862431287766,0.06051028147339821,3.0,2.0,0.0,6.73261222243309,0.0,6.7148145735263824,0.02603001520037651,0.060284242033958435,3.0,2.0,0.0004628064124873411,1.0,0.0,16000,0.0,7.713778495788574,fresh_singlehop_late_seed5,cosine_pre_horizon,5e-06,29499,16000,16000,0.0004628064124873411,0.0004628064124873411,5.707931487087708e-06,5e-06,5.707931487087708e-06,1.7687683232546238e-05,29500,0.001,13500,,,warmup_cosine,5,0,30000,29499,591,runs/behavioral_replication_v0_9/s5/fresh_hop1_s1/fresh_singlehop_late_seed5,0.058626853813559324,0.057476496292372885,0.4114845405190678,0.004017975370762712,0.1404843087923729,0.14141949152542374,0.13958222987288135,0.1397808527542373,1.0,0.0,1.0,0.0,1.7687683232546238e-05,1.0,,,,,,,950,950,,,,,300,,,,,,,,,,,,,16250,16250,,,,,300,950,950,,,,,300,0.05322265625,0.0478515625,0.41015625,8.105763524770737,0.005859375,41.31242275238037,0.03482929244637489,0.06003621220588684,1.0,1.0,0.13232421875,0.1552734375,0.1328125,0.14501953125,1.0,2.9365761378130628e-08,0.0,20.282908082008362,0.027250906452536583,0.0697118267416954,1.0,1.0,1.0,2.849264657545092e-08,0.0,20.30756163597107,0.027380816638469696,0.07322800159454346,1.0,1.0,5.707931487087708e-06,1.0,0.0,29499,1.0,3.306194784613581e-08
,,,,0.8715955946180556,0.8570387098524306,,,,,,,,,,,0.13232421875,0.1357421875,,,,,,,,,,,1.0,0.00012019934433737944,0.99609375,0.01790743377932813,0.03908735513687134,0.1436363309621811,3.0,1.0,0.001,1.0,0.5,1.0,0.0005358704947866499,35999,,,,,,,,,,,0.1298828125,0.1455078125,,,,,,,,,,,1.0,3.1582676287555955e-06,0.0,27.05481708049774,0.062417417764663696,0.14397238194942474,0.0,1.0,0.001,1.0,0.5,16000,0.46875,15.38621997833252,late_gate_post_seed5,cosine_history_then_high_lr_rewarm,5e-06,35999,16000,16000,0.001,0.001,0.001,0.001,0.001,0.0010000000000000007,36000,0.001,20000,0.001,16000,warmup_cosine_then_rewarm_constant,5,6000,30000,30000,721,runs/behavioral_replication_v0_9/s5/rewarm_late/late_gate_post_seed5,,,,,0.12818739149305555,0.1379123263888889,,,,,0.9997829861111112,0.9949510362413194,0.0010000000000000007,0.9977213541666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200,1300,28050,29700,31500,32500,550,,,,,,,,,,,0.134765625,0.1396484375,,,,,,,,,,,0.99951171875,0.005883494033696479,0.80078125,0.5067276749759912,0.07400983572006226,0.1538417637348175,2.0,1.0,0.001,1.0,0.5,30000,0.90234375,0.2829917073249817
,,,,0.8680521647135416,0.8637220594618056,,,,,,,,,,,0.1328125,0.13427734375,,,,,,,,,,,0.9990234375,0.0035536718287403346,0.9970703125,0.014333618064483744,0.1361127495765686,0.21639719605445862,3.0,2.0,0.001,1.0,0.5,1.0,0.0012612126301974058,35999,,,,,,,,,,,0.13134765625,0.14697265625,,,,,,,,,,,0.99951171875,0.0006290699004480871,0.0,25.323453187942505,0.06205373257398605,0.14391838014125824,3.0,1.0,0.001,1.0,0.5,16000,0.46875,15.38621997833252,late_gate_post_seed5,cosine_history_then_high_lr_rewarm,5e-06,35999,16000,16000,0.001,0.001,0.001,0.001,0.001,0.0010000000000000007,36000,0.001,20000,0.001,16000,warmup_cosine_then_rewarm_constant_reset_optim,5,6000,30000,30000,721,runs/behavioral_replication_v0_9/s5/rewarm_reset_late/late_gate_post_seed5,,,,,0.13167317708333334,0.1343315972222222,,,,,0.999725341796875,0.9980536566840278,0.0010000000000000007,0.9990776909722222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200,1300,27550,27850,27950,28350,27450,,,,,,,,,,,0.13427734375,0.1279296875,,,,,,,,,,,0.99658203125,0.03707229917904442,0.9970703125,0.019912734649551567,0.1147855669260025,0.174626424908638,2.0,3.0,0.001,1.0,0.5,30000,1.0,0.0007992418832145631
,,,,0.8593584480932204,0.029727224576271166,,,,,,,,,,,0.15478515625,0.1435546875,,,,,,,,,,,1.0,4.451359915336184e-06,0.173828125,2.1766339391469955,0.06304770708084106,0.14076200127601624,3.0,1.0,5.707931487087708e-06,1.0,0.5,0.59765625,1.065001130104065,29499,,,,,,,,,,,0.12939453125,0.14453125,,,,,,,,,,,1.0,1.0313416853868773e-06,0.0,27.762171506881714,0.06256885826587677,0.14398697018623352,0.0,1.0,0.0004628064124873411,1.0,0.5,16000,0.46875,15.38621997833252,late_gate_post_seed5,cosine_pre_horizon,5e-06,29499,16000,16000,0.0004628064124873411,0.0004628064124873411,5.707931487087708e-06,5e-06,5.707931487087708e-06,1.7687683232546238e-05,29500,0.001,13500,,,warmup_cosine,5,0,30000,29499,591,runs/behavioral_replication_v0_9/s5/s1_late_original/late_gate_post_seed5,,,,,0.1405422404661017,0.1434967558262712,,,,,0.999900688559322,0.17322398040254236,1.7687683232546238e-05,0.5850768008474576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200,1300,,,,,300,,,,,,,,,,,0.15478515625,0.1435546875,,,,,,,,,,,1.0,4.451359915336184e-06,0.173828125,2.1766339391469955,0.06304770708084106,0.14076200127601624,3.0,1.0,5.707931487087708e-06,1.0,0.5,29499,0.59765625,1.065001130104065
,,,,0.8601515028211806,0.0635952419704861,,,,,,,,,,,0.1416015625,0.14892578125,,,,,,,,,,,1.0,6.942340917248657e-05,0.2109375,1.9102707728743553,0.03333335742354393,0.06784066557884216,1.0,2.0,5.000001948077038e-06,1.0,0.5,0.6171875,0.903661847114563,35999,,,,,,,,,,,0.1259765625,0.1416015625,,,,,,,,,,,1.0,2.444715048455226e-09,0.0,31.132312893867493,0.02941940352320671,0.04747506603598595,0.0,3.0,0.0006009064556902949,1.0,0.5,16000,0.46875,16.783002853393555,late_gate_post_seed5,cosine_full_horizon,5e-06,35999,16000,16000,0.0006009064556902949,0.0006009064556902949,5.000001948077038e-06,5e-06,5.000001948077038e-06,1.320003705578538e-05,36000,0.001,20000,,,warmup_cosine,5,0,36000,35999,721,runs/behavioral_replication_v0_9/s5/s1_longcos_late/late_gate_post_seed5,,,,,0.13983154296875,0.14246961805555555,,,,,0.9999830457899306,0.20606486002604166,1.320003705578538e-05,0.6062825520833334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200,1250,,,,,250,,,,,,,,,,,0.1416015625,0.14892578125,,,,,,,,,,,1.0,6.942340917248657e-05,0.2109375,1.9102707728743553,0.03333335742354393,0.06784066557884216,1.0,2.0,5.000001948077038e-06,1.0,0.5,35999,0.6171875,0.903661847114563
,,,,0.8602973090277778,0.03214857313368055,,,,,,,,,,,0.14306640625,0.13671875,,,,,,,,,,,1.0,6.929463630456212e-06,0.17041015625,2.1705292314291,0.06382840871810913,0.14336051046848297,0.0,1.0,5e-06,1.0,0.5,0.625,0.9673386812210083,35999,,,,,,,,,,,0.12939453125,0.14453125,,,,,,,,,,,1.0,1.0313416853868773e-06,0.0,27.762171506881714,0.06256885826587677,0.14398697018623352,0.0,1.0,0.0004628064124873411,1.0,0.5,16000,0.46875,15.38621997833252,late_gate_post_seed5,cosine_final_lr_plateau_extension,5e-06,35999,16000,16000,0.0004628064124873411,0.0004628064124873411,5e-06,5e-06,5e-06,5.000000000000009e-06,36000,0.001,20000,,,warmup_cosine,5,6000,30000,30000,721,runs/behavioral_replication_v0_9/s5/s1_plateau_late/late_gate_post_seed5,,,,,0.1396416558159722,0.14215087890625,,,,,0.99993896484375,0.17429945203993055,5.000000000000009e-06,0.5897894965277778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200,1300,,,,,300,,,,,,,,,,,0.14111328125,0.1259765625,,,,,,,,,,,1.0,3.956488486167586e-06,0.17578125,2.1900530755519867,0.06648234277963638,0.1539412885904312,0.0,1.0,5e-06,1.0,0.5,30000,0.58984375,1.0605437755584717
,,,,0.8592597113715278,0.018422444661458343,,,,,,,,,,,0.1376953125,0.14208984375,,,,,,,,,,,0.99951171875,0.0009177528318105033,0.169677734375,1.9517773985862732,0.05660521239042282,0.14114277064800262,3.0,1.0,0.001,1.0,0.5,0.625,0.9202072024345398,35999,,,,,,,,,,,0.13134765625,0.1435546875,,,,,,,,,,,0.99951171875,0.001093432773643599,0.0,29.993813633918762,0.06071971356868744,0.1440361887216568,3.0,1.0,0.001,1.0,0.5,16000,0.47265625,16.710063934326172,late_gate_post_seed5,constant_high_lr,5e-06,35999,16000,16000,0.001,0.001,0.001,0.001,0.001,0.0010000000000000007,36000,0.001,20000,,,warmup_constant,5,6000,30000,30000,721,runs/behavioral_replication_v0_9/s5/s2_constant_late/late_gate_post_seed5,,,,,0.14024522569444445,0.14301893446180555,,,,,0.9995049370659722,0.1614413791232639,0.0010000000000000007,0.5802951388888888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200,1400,,,,,300,,,,,,,,,,,0.1416015625,0.1337890625,,,,,,,,,,,0.999267578125,0.0020208548521623015,0.1650390625,2.0334038734436035,0.059632398188114166,0.15339121222496033,0.0,1.0,0.001,1.0,0.5,30000,0.59765625,0.9839758276939392
